step,herd prey,solo prey
248,139,118
249,139,118
250,139,118
251,139,118
252,139,118
253,139,118
254,139,118
255,139,118
256,139,118
257,139,118
258,139,118
259,139,117
260,139,117
261,139,117
262,139,117
263,139,117
264,139,117
265,139,117
266,139,117
267,139,117
268,139,117
269,139,117
270,139,117
271,139,117
272,139,117
273,139,117
274,139,117
275,139,117
276,139,117
277,139,117
278,139,117
279,139,117
280,139,117
281,139,117
282,139,117
283,139,117
284,139,117
285,139,117
286,139,117
287,139,117
288,139,117
289,139,117
290,139,117
291,139,117
292,139,117
293,139,117
294,139,117
295,139,117
296,139,117
297,139,117
298,139,117
299,139,117
300,139,117
301,139,117
302,139,117
303,139,117
304,139,117
305,139,117
306,139,117
307,139,117
308,139,117
309,139,117
310,139,117
311,139,117
312,139,117
313,139,117
314,139,117
315,139,117
316,139,117
317,139,117
318,139,117
319,139,117
320,139,117
321,139,117
322,139,117
323,139,117
324,139,117
325,139,117
326,139,117
327,139,117
328,139,117
329,139,117
330,139,117
331,139,117
332,139,117
333,138,117
334,138,117
335,138,117
336,138,117
337,138,117
338,138,117
339,138,117
340,138,117
341,138,117
342,138,117
343,138,117
344,138,117
345,138,117
346,138,117
347,138,117
348,138,117
349,138,117
350,138,117
351,138,117
352,138,117
353,138,117
354,138,117
355,138,117
356,138,117
357,138,117
358,138,117
359,138,117
360,138,117
361,138,117
362,138,117
363,138,117
364,138,117
365,138,117
366,138,117
367,138,117
368,138,117
369,138,117
370,138,117
371,138,117
372,138,117
373,138,117
374,138,117
375,138,117
376,138,117
377,138,117
378,138,117
379,138,117
380,138,117
381,138,117
382,138,117
383,138,117
384,138,117
385,138,117
386,138,117
387,138,117
388,138,117
389,138,117
390,138,117
391,138,117
392,138,117
393,138,117
394,138,117
395,138,117
396,138,117
397,138,117
398,138,117
399,137,117
400,137,117
401,137,117
402,137,117
403,137,117
404,137,117
405,137,117
406,137,117
407,137,117
408,137,117
409,137,117
410,137,117
411,137,117
412,137,117
413,137,117
414,137,117
415,137,117
416,137,117
417,137,117
418,137,117
419,137,117
420,137,117
421,137,117
422,137,117
423,137,117
424,137,117
425,137,117
426,137,117
427,137,117
428,136,117
429,136,117
430,136,117
431,136,117
432,136,117
433,136,117
434,136,117
435,136,117
436,136,117
437,136,117
438,136,117
439,136,117
440,136,117
441,136,117
442,136,117
443,136,117
444,136,116
445,136,116
446,136,116
447,136,116
448,136,116
449,136,116
450,136,116
451,136,116
452,136,116
453,136,116
454,136,116
455,136,116
456,136,116
457,136,116
458,135,116
459,135,116
460,135,116
461,135,116
462,135,116
463,135,116
464,135,116
465,135,116
466,135,116
467,135,115
468,135,115
469,135,115
470,135,115
471,135,115
472,135,115
473,135,115
474,135,115
475,135,115
476,135,115
477,135,115
478,135,115
479,135,115
480,135,115
481,135,115
482,135,115
483,135,115
484,135,115
485,135,115
486,135,115
487,135,115
488,135,115
489,135,114
490,135,114
491,135,114
492,135,114
493,135,114
494,135,114
495,135,114
496,135,114
497,135,114
498,135,113
499,135,113
500,135,113
501,135,113
502,135,113
503,135,113
504,135,113
505,135,113
506,135,113
507,135,113
508,135,113
509,135,113
510,135,113
511,135,113
512,135,113
513,135,113
514,135,113
515,135,113
516,135,113
517,135,113
518,135,113
519,135,113
520,135,113
521,135,112
522,135,112
523,135,112
524,135,112
525,135,112
526,135,112
527,135,112
528,135,112
529,135,112
530,135,112
531,135,112
532,135,112
533,135,112
534,135,112
535,135,112
536,135,112
537,135,112
538,135,112
539,135,112
540,135,112
541,135,112
542,135,112
543,135,112
544,135,112
545,135,112
546,135,112
547,135,112
548,135,112
549,135,112
550,135,112
551,135,112
552,135,112
553,135,112
554,135,112
555,135,112
556,135,111
557,135,111
558,135,111
559,135,111
560,135,111
561,135,111
562,135,111
563,135,111
564,135,111
565,135,111
566,135,111
567,135,111
568,135,111
569,135,111
570,135,111
571,135,111
572,135,111
573,135,111
574,135,111
575,135,111
576,135,111
577,135,111
578,135,111
579,135,111
580,135,111
581,135,111
582,135,110
583,135,110
584,135,110
585,135,110
586,135,110
587,135,110
588,134,110
589,134,110
590,134,110
591,134,110
592,134,110
593,134,110
594,134,110
595,134,110
596,134,110
597,134,110
598,134,110
599,134,110
600,134,110
601,134,110
602,134,110
603,134,110
604,134,110
605,134,110
606,134,110
607,134,110
608,134,110
609,134,110
610,134,110
611,134,110
612,134,110
613,134,110
614,134,110
615,134,110
616,134,110
617,134,110
618,134,110
619,134,110
620,134,110
621,134,110
622,134,110
623,134,110
624,134,110
625,134,110
626,134,110
627,134,110
628,134,110
629,134,110
630,134,110
631,134,110
632,134,110
633,134,110
634,134,110
635,134,110
636,134,110
637,134,110
638,134,110
639,134,110
640,134,110
641,134,109
642,134,109
643,134,109
644,134,109
645,134,109
646,134,109
647,134,109
648,134,109
649,134,109
650,134,109
651,134,109
652,134,109
653,134,109
654,134,109
655,134,109
656,134,109
657,134,109
658,134,109
659,134,109
660,134,109
661,134,109
662,134,109
663,134,109
664,134,109
665,134,109
666,134,109
667,134,109
668,134,109
669,134,109
670,134,109
671,134,109
672,134,109
673,134,109
674,134,109
675,134,109
676,134,109
677,134,109
678,134,109
679,134,109
680,134,109
681,134,109
682,134,109
683,134,109
684,134,109
685,134,109
686,134,109
687,134,109
688,134,109
689,134,109
690,134,109
691,134,109
692,133,109
693,133,109
694,133,109
695,133,109
696,133,109
697,133,109
698,133,109
699,133,109
700,133,109
701,133,109
702,133,109
703,133,109
704,133,109
705,133,109
706,133,109
707,133,109
708,133,109
709,133,109
710,133,109
711,133,109
712,133,109
713,133,109
714,133,109
715,133,109
716,133,109
717,133,109
718,133,109
719,133,109
720,133,109
721,133,109
722,133,109
723,133,109
724,133,109
725,133,109
726,133,109
727,133,109
728,133,109
729,133,109
730,133,109
731,133,109
732,133,109
733,133,109
734,133,109
735,133,109
736,133,109
737,132,109
738,132,109
739,132,109
740,132,109
741,132,109
742,132,109
743,132,109
744,132,109
745,132,109
746,132,109
747,132,109
748,132,109
749,132,109
750,132,109
751,132,109
752,132,109
753,132,109
754,132,109
755,132,109
756,132,109
757,132,109
758,132,109
759,132,109
760,132,109
761,132,109
762,132,109
763,132,109
764,132,109
765,132,109
766,132,109
767,132,109
768,132,109
769,132,109
770,132,109
771,132,109
772,132,109
773,132,109
774,132,109
775,132,109
776,132,109
777,132,109
778,132,109
779,132,109
780,132,109
781,132,109
782,132,109
783,132,109
784,132,109
785,132,108
786,132,108
787,132,108
788,132,108
789,132,108
790,132,107
791,131,107
792,131,107
793,131,107
794,131,107
795,131,107
796,131,107
797,131,107
798,131,107
799,131,107
800,131,107
801,131,107
802,131,107
803,131,107
804,131,106
805,131,106
806,131,106
807,131,106
808,131,106
809,131,106
810,131,106
811,131,106
812,131,106
813,131,106
814,131,106
815,131,106
816,131,106
817,131,106
818,131,106
819,131,105
820,131,105
821,131,105
822,131,105
823,131,105
824,131,105
825,131,105
826,131,105
827,131,105
828,131,105
829,131,105
830,131,105
831,131,105
832,131,105
833,131,105
834,131,105
835,131,105
836,131,105
837,131,105
838,131,105
839,131,105
840,131,105
841,131,105
842,131,105
843,131,105
844,131,105
845,130,105
846,130,105
847,130,105
848,130,105
849,130,105
850,130,105
851,130,105
852,130,105
853,130,105
854,130,105
855,130,105
856,130,105
857,130,105
858,130,105
859,130,105
860,130,105
861,130,105
862,130,105
863,130,105
864,130,105
865,130,105
866,130,105
867,130,105
868,130,105
869,129,105
870,129,105
871,129,105
872,129,105
873,129,105
874,129,105
875,129,105
876,129,105
877,129,105
878,129,105
879,129,105
880,129,105
881,129,105
882,129,105
883,129,105
884,129,105
885,129,105
886,129,105
887,129,105
888,129,105
889,129,105
890,129,105
891,129,105
892,129,105
893,129,105
894,129,105
895,129,105
896,129,105
897,128,105
898,128,105
899,128,105
900,128,105
901,128,105
902,128,105
903,128,105
904,128,105
905,128,105
906,128,105
907,128,105
908,128,105
909,128,105
910,128,104
911,128,104
912,128,104
913,128,104
914,128,104
915,128,104
916,128,104
917,128,104
918,128,104
919,128,104
920,128,104
921,128,104
922,128,104
923,128,104
924,128,104
925,128,104
926,128,104
927,128,104
928,128,104
929,128,104
930,128,104
931,128,104
932,128,104
933,128,104
934,128,104
935,128,104
936,128,104
937,128,104
938,128,104
939,128,104
940,128,104
941,128,104
942,128,104
943,128,104
944,128,104
945,128,104
946,128,104
947,128,104
948,128,104
949,128,103
950,128,103
951,128,103
952,128,103
953,128,103
954,128,103
955,128,103
956,128,103
957,128,103
958,128,103
959,128,103
960,128,103
961,128,103
962,128,103
963,128,103
964,128,103
965,128,103
966,128,103
967,128,103
968,128,103
969,128,103
970,128,103
971,128,103
972,127,103
973,127,103
974,127,103
975,127,103
976,127,103
977,127,103
978,127,103
979,127,103
980,127,103
981,127,103
982,127,103
983,127,103
984,127,103
985,127,103
986,127,103
987,127,103
988,127,103
989,127,103
990,127,103
991,127,103
992,127,103
993,127,103
994,127,103
995,127,103
996,127,103
997,127,103
998,127,103
999,127,103
1000,127,103
1001,127,103
1002,127,103
1003,127,103
1004,127,103
1005,127,103
1006,127,103
1007,127,103
1008,127,103
1009,127,103
1010,127,103
1011,127,103
1012,127,103
1013,127,103
1014,127,103
1015,127,103
1016,127,103
1017,127,103
1018,127,103
1019,127,103
1020,127,103
1021,127,103
1022,127,103
1023,127,103
1024,127,103
1025,127,103
1026,127,103
1027,127,103
1028,127,103
1029,127,103
1030,127,103
1031,127,103
1032,127,103
1033,127,103
1034,127,103
1035,126,103
1036,126,103
1037,126,103
1038,126,103
1039,126,103
1040,126,103
1041,126,103
1042,126,103
1043,126,103
1044,126,103
1045,126,103
1046,126,103
1047,126,103
1048,126,103
1049,126,103
1050,126,103
1051,126,103
1052,126,103
1053,126,103
1054,126,103
1055,126,103
1056,126,103
1057,126,103
1058,126,103
1059,126,103
1060,126,103
1061,126,103
1062,126,103
1063,126,103
1064,126,103
1065,126,103
1066,126,103
1067,126,103
1068,126,103
1069,126,103
1070,126,103
1071,126,103
1072,126,103
1073,126,103
1074,126,103
1075,126,103
1076,126,103
1077,126,103
1078,126,103
1079,126,103
1080,126,103
1081,126,103
1082,126,103
1083,126,103
1084,126,103
1085,126,103
1086,126,103
1087,126,103
1088,126,103
1089,126,103
1090,126,103
1091,126,103
1092,126,103
1093,126,103
1094,126,103
1095,126,103
1096,126,103
1097,126,103
1098,126,103
1099,126,103
1100,126,103
1101,126,103
1102,126,103
1103,126,103
1104,126,103
1105,126,103
1106,126,103
1107,126,103
1108,126,103
1109,126,103
1110,126,103
1111,126,103
1112,126,103
1113,126,103
1114,126,103
1115,126,103
1116,126,103
1117,126,103
1118,126,103
1119,126,103
1120,126,103
1121,126,103
1122,126,103
1123,126,103
1124,126,103
1125,126,103
1126,126,103
1127,126,103
1128,126,103
1129,126,103
1130,126,103
1131,126,103
1132,126,103
1133,126,103
1134,126,103
1135,126,103
1136,126,103
1137,126,103
1138,126,103
1139,126,103
1140,126,103
1141,125,103
1142,125,103
1143,125,103
1144,125,103
1145,125,103
1146,125,103
1147,125,103
1148,125,103
1149,125,103
1150,125,103
1151,125,103
1152,125,103
1153,125,103
1154,125,103
1155,125,103
1156,125,103
1157,125,103
1158,125,103
1159,125,103
1160,125,103
1161,125,103
1162,125,103
1163,125,103
1164,125,103
1165,125,103
1166,125,103
1167,125,103
1168,125,103
1169,125,103
1170,125,103
1171,125,103
1172,125,103
1173,125,103
1174,125,103
1175,125,103
1176,125,103
1177,125,103
1178,125,103
1179,125,103
1180,125,103
1181,125,103
1182,125,103
1183,125,103
1184,125,103
1185,125,103
1186,125,103
1187,125,103
1188,125,103
1189,125,103
1190,125,103
1191,125,103
1192,125,103
1193,125,103
1194,125,103
1195,125,103
1196,125,103
1197,125,103
1198,125,103
1199,125,103
1200,125,103
1201,125,103
1202,124,103
1203,124,103
1204,124,103
1205,124,103
1206,124,103
1207,124,103
1208,124,103
1209,124,102
1210,124,102
1211,124,102
1212,124,102
1213,124,102
1214,124,102
1215,124,102
1216,124,102
1217,124,102
1218,124,101
1219,124,101
1220,124,101
1221,124,101
1222,124,101
1223,124,101
1224,124,101
1225,123,101
1226,123,101
1227,123,101
1228,123,101
1229,123,101
1230,123,101
1231,123,101
1232,123,101
1233,123,101
1234,123,101
1235,123,101
1236,123,101
1237,123,101
1238,123,101
1239,123,101
1240,123,101
1241,123,101
1242,123,101
1243,123,101
1244,123,101
1245,123,101
1246,123,101
1247,122,101
1248,122,101
1249,122,101
1250,122,101
1251,122,101
1252,122,101
1253,122,101
1254,122,101
1255,122,101
1256,122,101
1257,122,101
1258,122,101
1259,122,101
1260,122,101
1261,122,101
1262,122,101
1263,122,101
1264,122,101
1265,122,101
1266,122,101
1267,122,101
1268,122,101
1269,122,101
1270,122,101
1271,122,101
1272,122,101
1273,122,101
1274,122,101
1275,122,101
1276,122,101
1277,122,101
1278,122,101
1279,122,101
1280,122,101
1281,122,101
1282,122,101
1283,122,101
1284,122,101
1285,122,101
1286,122,101
1287,122,101
1288,122,101
1289,122,101
1290,122,101
1291,122,101
1292,121,101
1293,121,101
1294,121,101
1295,121,101
1296,121,101
1297,121,101
1298,121,101
1299,121,101
1300,121,101
1301,121,101
1302,121,101
1303,121,101
1304,121,101
1305,121,101
1306,121,101
1307,121,101
1308,121,101
1309,121,101
1310,121,101
1311,121,101
1312,121,101
1313,121,101
1314,121,101
1315,121,101
1316,121,101
1317,121,101
1318,120,101
1319,119,101
1320,119,101
1321,119,101
1322,119,101
1323,119,101
1324,119,101
1325,119,101
1326,119,101
1327,119,101
1328,119,101
1329,119,101
1330,119,101
1331,119,101
1332,119,101
1333,119,101
1334,119,101
1335,119,101
1336,119,101
1337,119,101
1338,119,101
1339,119,101
1340,119,101
1341,119,101
1342,119,101
1343,119,101
1344,119,101
1345,119,101
1346,119,101
1347,119,101
1348,119,101
1349,119,101
1350,119,101
1351,119,100
1352,119,100
1353,119,100
1354,119,100
1355,119,100
1356,119,100
1357,119,100
1358,119,100
1359,119,100
1360,119,100
1361,119,100
1362,118,100
1363,118,100
1364,118,100
1365,118,100
1366,118,100
1367,118,100
1368,118,100
1369,118,100
1370,118,100
1371,118,100
1372,118,100
1373,118,100
1374,118,100
1375,118,100
1376,118,100
1377,118,100
1378,118,100
1379,118,100
1380,118,100
1381,118,100
1382,118,100
1383,118,100
1384,118,100
1385,118,100
1386,118,100
1387,118,100
1388,118,100
1389,118,100
1390,118,100
1391,118,100
1392,118,100
1393,118,100
1394,118,100
1395,118,100
1396,118,100
1397,118,99
1398,118,99
1399,118,99
1400,118,99
1401,118,99
1402,118,99
1403,118,99
1404,118,99
1405,118,99
1406,118,99
1407,118,99
1408,118,99
1409,118,99
1410,118,99
1411,118,99
1412,118,99
1413,118,99
1414,118,99
1415,118,99
1416,118,99
1417,118,99
1418,118,99
1419,118,99
1420,118,99
1421,118,99
1422,118,99
1423,118,99
1424,118,99
1425,118,99
1426,118,99
1427,118,99
1428,118,99
1429,118,99
1430,118,99
1431,118,99
1432,118,99
1433,118,99
1434,118,99
1435,118,99
1436,118,99
1437,118,99
1438,118,99
1439,118,99
1440,118,99
1441,118,99
1442,118,99
1443,118,99
1444,118,99
1445,118,99
1446,118,99
1447,118,99
1448,118,99
1449,118,99
1450,118,99
1451,118,99
1452,118,99
1453,118,99
1454,118,99
1455,118,99
1456,118,99
1457,118,99
1458,118,99
1459,118,99
1460,118,99
1461,118,99
1462,118,99
1463,118,99
1464,118,99
1465,118,99
1466,118,99
1467,118,99
1468,118,99
1469,118,99
1470,118,99
1471,118,99
1472,118,98
1473,118,98
1474,118,98
1475,118,98
1476,118,98
1477,118,98
1478,118,98
1479,118,98
1480,118,98
1481,118,98
1482,118,98
1483,118,98
1484,118,98
1485,118,98
1486,118,98
1487,118,98
1488,118,98
1489,118,98
1490,118,98
1491,118,98
1492,118,98
1493,118,98
1494,118,98
1495,118,98
1496,118,98
1497,118,98
1498,118,98
1499,118,98
1500,118,98
1501,118,98
1502,118,98
1503,118,98
1504,118,98
1505,118,98
1506,118,98
1507,118,98
1508,118,98
1509,118,98
1510,118,98
1511,118,98
1512,118,98
1513,118,98
1514,118,98
1515,118,98
1516,118,98
1517,118,98
1518,118,98
1519,118,98
1520,118,98
1521,118,98
1522,118,98
1523,118,98
1524,118,98
1525,118,98
1526,118,98
1527,118,98
1528,118,98
1529,118,98
1530,118,98
1531,118,98
1532,118,98
1533,118,98
1534,118,98
1535,118,97
1536,118,97
1537,118,97
1538,118,97
1539,118,97
1540,118,97
1541,118,97
1542,118,97
1543,118,97
1544,118,97
1545,118,97
1546,118,97
1547,118,97
1548,118,97
1549,118,97
1550,118,97
1551,118,97
1552,118,97
1553,118,97
1554,118,97
1555,118,97
1556,118,97
1557,118,97
1558,118,97
1559,118,97
1560,118,97
1561,118,97
1562,118,97
1563,118,97
1564,118,97
1565,118,97
1566,118,97
1567,118,97
1568,118,97
1569,118,97
1570,118,97
1571,118,97
1572,118,96
1573,118,96
1574,118,96
1575,118,96
1576,118,96
1577,118,96
1578,118,96
1579,118,96
1580,118,96
1581,118,96
1582,118,96
1583,118,96
1584,118,96
1585,118,96
1586,118,96
1587,118,96
1588,118,96
1589,118,96
1590,118,96
1591,118,96
1592,118,96
1593,118,96
1594,118,96
1595,118,96
1596,118,96
1597,118,96
1598,118,96
1599,118,96
1600,118,96
1601,118,96
1602,118,96
1603,118,96
1604,118,96
1605,118,96
1606,118,96
1607,118,96
1608,118,96
1609,118,96
1610,118,96
1611,118,96
1612,118,96
1613,118,96
1614,118,96
1615,118,96
1616,118,96
1617,118,96
1618,118,96
1619,118,96
1620,118,96
1621,118,96
1622,118,96
1623,118,96
1624,118,96
1625,118,96
1626,118,96
1627,118,96
1628,118,96
1629,118,96
1630,118,96
1631,118,96
1632,118,96
1633,118,96
1634,118,96
1635,118,96
1636,118,96
1637,118,96
1638,118,96
1639,118,96
1640,118,96
1641,118,96
1642,118,96
1643,118,96
1644,118,96
1645,118,96
1646,118,96
1647,118,96
1648,118,96
1649,118,96
1650,118,96
1651,118,96
1652,118,96
1653,118,96
1654,118,96
1655,118,96
1656,118,96
1657,118,96
1658,118,96
1659,118,96
1660,118,96
1661,118,96
1662,118,96
1663,118,96
1664,117,96
1665,117,96
1666,117,96
1667,117,96
1668,117,96
1669,117,96
1670,117,96
1671,117,96
1672,117,96
1673,117,96
1674,117,96
1675,117,96
1676,117,96
1677,117,96
1678,117,96
1679,117,96
1680,117,96
1681,117,96
1682,117,96
1683,117,96
1684,117,96
1685,117,96
1686,117,96
1687,117,96
1688,117,96
1689,117,96
1690,117,96
1691,117,96
1692,117,96
1693,117,96
1694,117,96
1695,117,96
1696,117,96
1697,117,96
1698,117,96
1699,117,96
1700,117,96
1701,117,96
1702,117,96
1703,117,96
1704,117,96
1705,117,96
1706,117,96
1707,117,96
1708,117,96
1709,117,96
1710,117,96
1711,117,96
1712,117,96
1713,117,96
1714,117,96
1715,117,96
1716,117,96
1717,117,96
1718,117,96
1719,117,96
1720,117,96
1721,117,96
1722,117,96
1723,117,96
1724,117,96
1725,117,96
1726,117,96
1727,117,96
1728,117,96
1729,117,96
1730,117,96
1731,117,96
1732,117,96
1733,117,96
1734,117,96
1735,117,96
1736,117,96
1737,117,96
1738,117,96
1739,117,96
1740,117,96
1741,117,96
1742,117,96
1743,117,96
1744,117,96
1745,117,96
1746,117,96
1747,117,96
1748,117,96
1749,117,96
1750,117,96
1751,117,96
1752,117,96
1753,117,96
1754,117,96
1755,117,96
1756,117,96
1757,117,96
1758,117,96
1759,117,96
1760,117,96
1761,117,96
1762,116,96
1763,116,96
1764,116,96
1765,116,96
1766,116,96
1767,116,96
1768,116,96
1769,116,96
1770,116,96
1771,116,96
1772,116,96
1773,116,96
1774,116,96
1775,116,96
1776,116,96
1777,116,96
1778,116,96
1779,116,96
1780,116,96
1781,116,96
1782,116,96
1783,116,96
1784,116,96
1785,116,96
1786,116,96
1787,116,96
1788,116,96
1789,116,96
1790,116,96
1791,116,96
1792,116,96
1793,116,96
1794,116,96
1795,116,96
1796,116,96
1797,116,96
1798,116,96
1799,116,96
1800,116,96
1801,116,96
1802,116,96
1803,116,96
1804,116,96
1805,116,96
1806,116,96
1807,116,96
1808,116,96
1809,116,96
1810,116,96
1811,116,96
1812,116,96
1813,116,96
1814,116,96
1815,116,96
1816,116,96
1817,116,96
1818,116,96
1819,116,96
1820,116,96
1821,116,96
1822,116,96
1823,116,96
1824,116,96
1825,116,96
1826,116,96
1827,116,96
1828,116,96
1829,116,96
1830,116,96
1831,116,96
1832,116,96
1833,116,96
1834,116,96
1835,116,96
1836,116,96
1837,116,96
1838,116,96
1839,116,96
1840,116,96
1841,116,96
1842,116,96
1843,116,96
1844,116,96
1845,116,96
1846,116,96
1847,116,96
1848,116,96
1849,116,96
1850,116,96
1851,116,96
1852,116,96
1853,116,96
1854,116,96
1855,116,96
1856,116,96
1857,116,96
1858,115,96
1859,115,96
1860,115,96
1861,115,96
1862,115,96
1863,115,95
1864,115,95
1865,115,95
1866,115,95
1867,115,95
1868,115,95
1869,115,95
1870,115,95
1871,115,95
1872,115,95
1873,115,95
1874,115,95
1875,115,95
1876,115,95
1877,115,95
1878,115,95
1879,115,95
1880,115,95
1881,115,95
1882,115,95
1883,115,95
1884,115,95
1885,114,95
1886,114,95
1887,114,94
1888,114,94
1889,114,94
1890,114,94
1891,114,94
1892,114,94
1893,114,94
1894,114,94
1895,114,94
1896,114,94
1897,114,94
1898,114,94
1899,114,94
1900,114,94
1901,114,94
1902,114,94
1903,114,94
1904,114,94
1905,114,94
1906,114,94
1907,114,94
1908,114,94
1909,114,94
1910,114,94
1911,114,94
1912,114,94
1913,114,94
1914,114,94
1915,114,94
1916,114,94
1917,114,94
1918,114,94
1919,114,94
1920,113,94
1921,113,94
1922,113,94
1923,113,94
1924,113,94
1925,113,94
1926,113,94
1927,113,94
1928,113,94
1929,113,94
1930,113,94
1931,113,94
1932,113,94
1933,113,94
1934,113,94
1935,113,94
1936,113,94
1937,113,94
1938,113,94
1939,113,94
1940,113,94
1941,113,94
1942,113,94
1943,113,94
1944,113,94
1945,113,94
1946,113,94
1947,113,94
1948,113,94
1949,113,94
1950,113,94
1951,113,94
1952,113,94
1953,113,94
1954,113,94
1955,113,94
1956,113,94
1957,113,94
1958,113,94
1959,113,94
1960,113,94
1961,113,94
1962,113,94
1963,113,94
1964,113,94
1965,113,94
1966,113,94
1967,113,94
1968,113,94
1969,113,94
1970,113,94
1971,113,94
1972,113,94
1973,113,94
1974,113,94
1975,113,94
1976,113,94
1977,113,94
1978,113,94
1979,113,94
1980,113,94
1981,113,94
1982,113,94
1983,113,94
1984,113,94
1985,113,94
1986,113,94
1987,113,94
1988,113,94
1989,113,94
1990,112,94
1991,112,94
1992,112,94
1993,112,94
1994,112,94
1995,112,94
1996,112,94
1997,112,94
1998,112,94
1999,112,94
2000,112,94
2001,112,94
2002,112,94
2003,112,94
2004,112,94
2005,112,94
2006,112,94
2007,112,94
2008,112,94
2009,112,94
2010,112,94
2011,112,94
2012,112,94
2013,112,94
2014,112,94
2015,112,94
2016,112,94
2017,112,94
2018,112,94
2019,112,94
2020,112,94
2021,112,94
2022,112,94
2023,112,94
2024,112,94
2025,112,94
2026,112,94
2027,112,94
2028,112,94
2029,112,93
2030,112,93
2031,112,93
2032,112,93
2033,112,93
2034,112,93
2035,112,93
2036,112,93
2037,112,93
2038,112,93
2039,112,93
2040,112,93
2041,112,93
2042,112,93
2043,112,92
2044,112,92
2045,112,92
2046,112,92
2047,112,92
2048,112,92
2049,112,92
2050,112,92
2051,111,92
2052,110,92
2053,110,92
2054,110,92
2055,110,92
2056,110,92
2057,110,92
2058,110,92
2059,110,92
2060,110,92
2061,110,92
2062,110,92
2063,110,92
2064,110,92
2065,110,92
2066,110,92
2067,110,92
2068,110,92
2069,110,92
2070,110,92
2071,110,92
2072,110,92
2073,110,92
2074,110,92
2075,110,92
2076,110,92
2077,110,92
2078,110,92
2079,110,92
2080,110,92
2081,110,92
2082,110,92
2083,110,92
2084,110,92
2085,110,92
2086,110,92
2087,110,92
2088,110,92
2089,110,91
2090,110,91
2091,110,91
2092,110,91
2093,110,91
2094,110,91
2095,110,91
2096,110,91
2097,110,91
2098,110,91
2099,110,91
2100,110,91
2101,110,91
2102,110,91
2103,110,91
2104,110,91
2105,110,91
2106,110,91
2107,110,91
2108,109,91
2109,109,91
2110,109,91
2111,109,91
2112,109,91
2113,109,91
2114,109,91
2115,109,91
2116,109,91
2117,109,91
2118,109,91
2119,109,91
2120,109,91
2121,109,91
2122,109,91
2123,109,90
2124,109,90
2125,109,90
2126,109,90
2127,109,90
2128,109,90
2129,109,90
2130,109,90
2131,109,90
2132,109,90
2133,109,90
2134,109,89
2135,109,89
2136,109,89
2137,109,89
2138,109,89
2139,109,89
